video_name	category_name	group_name
yt-ie418P-Euz4_1077.mp4	extinguishing	group5
yt-QOnORDmVMyU_10.mp4	extinguishing	group1
yt-VQtbKGzI9SE_431.mp4	cooking	group5
yt-o96A55Szxkc_982.mp4	cooking	group1
yt-GO26QIueqRw_385.mp4	cooking	group2
yt-KK6fVRAMm-c_476.mp4	cooking	group3
yt-LZS1RrEtTeQ_136.mp4	cooking	group4
yt-s73Xqkcq9Js_285.mp4	cooking	group5
yt-r7PeFd-hIp0_378.mp4	cooking	group1
yt-tVfYnm81ywo_82.mp4	cooking	group2
yt-9Q7SZR0mgMA_155.mp4	cooking	group3
yt-VJ65ukWmdxQ_193.mp4	cooking	group4
yt-BLH14fgz6RM_32.mp4	landing	group2
yt-BF80IX4r8x4_106.mp4	landing	group3
yt-y-boY803u9A_12.mp4	landing	group4
yt-TZ107yBhXoA_1.mp4	landing	group5
yt-RXqc3JAmmPM_72.mp4	landing	group1
yt-YTQXM5ZjRgg_116.mp4	clawing	group2
yt-0xzYSBvVfYM_197.mp4	clawing	group3
uMYzeAJiua0_199.mp4	clawing	group4
yt-4RKOPaRF42o_124.mp4	clawing	group5
yt-ohKBip2nOHQ_555.mp4	clawing	group1
yt-nYi_FfCjepk_74.mp4	dipping	group4
yt-dqcUJzNOzbM_156.mp4	dipping	group5
yt-wE0cEswyaaM_53.mp4	dipping	group1
yt-loYSF41PfgI_79.mp4	dipping	group2
yt-zrCOCNRc2cY_254.mp4	dipping	group3
yt-dWF89kq2JIA_13.mp4	dipping	group4
yt-hqp-Y6vAMeo_80.mp4	dipping	group5
yt-x0MCtNEv_Ew_35.mp4	dipping	group1
yt-OEKvI2pFleg_118.mp4	drawing	group4
yt-dj0XQUJos38_14.mp4	drawing	group5
yt-caS_SY5WmeE_5.mp4	drawing	group1
yt-Gc1p5CnDbDY_22.mp4	drawing	group2
yt-aiWUhl8MCto_71.mp4	drawing	group3
yt-2l6VKd94eAI_151.mp4	drawing	group4
yt-074ygGXNoQ8_64.mp4	drawing	group5
yt-bmGWhOCsvJo_128.mp4	child+singing	group2
yt-O6FS0xnF0CU_106.mp4	child+singing	group3
yt-HoRtvVuuvOs_5.mp4	child+singing	group4
yt-wnQFgNEnHUI_109.mp4	child+singing	group5
8amznWxLS04_212.mp4	child+singing	group1
yt-3ohvpS42xug_184.mp4	child+singing	group2
yt-OrTpetjDNKs_31.mp4	child+singing	group3
yt-R5wOWRtRmrI_36.mp4	child+singing	group4
yt-sWBjSPt7tZI_85.mp4	child+singing	group5
yt-pB-AcJ71tzA_20.mp4	child+singing	group1
yt-XbpTfwsSXc8_124.mp4	child+singing	group2
yt-1RGHXtepryM_44.mp4	child+singing	group3
yt-49utbRVtx1U_16.mp4	child+singing	group4
yt-QZI17VPi6a0_127.mp4	rising	group2
yt-ZfDtalvUK5k_36.mp4	rising	group3
wc-FHhoQVWB3MOR_1.mp4	rising	group4
FZ0hLmjCR0s_26.mp4	rising	group5
yt-87sgrMGL5qo_40.mp4	sneezing	group1
yt-JTBXPfbkjsA_11.mp4	sneezing	group2
yt-LUrQkhRC_Qg_10.mp4	sneezing	group3
nTA7B2uHaCQ_1.mp4	sneezing	group4
yt-aQfM-NhNSsA_136.mp4	shaking	group4
yt-thmqgEV-sYY_91.mp4	shaking	group5
EFR8AteY59I_15.mp4	shaking	group1
yt-r5kRl-2lVxc_2.mp4	shaking	group2
yt-BDCyXL5e9S4_223.mp4	sketching	group2
yt-QJHe-CoK4iI_170.mp4	sketching	group3
yt-dQRqGgpS9mE_288.mp4	sketching	group4
yt-mL3MuCfKtdY_79.mp4	sketching	group5
yt-okYy5Md2U8I_7.mp4	trimming	group2
yt-EApB0DJ3ECg_66.mp4	trimming	group3
yt-EApB0DJ3ECg_119.mp4	trimming	group4
yt-WrfV5K3IXsE_118.mp4	trimming	group5
yt-i3-YlGenYmk_411.mp4	trimming	group1
yt-hyZEDFkh49w_196.mp4	trimming	group2
yt--koo4FOfZE0_86.mp4	dancing	group2
yt-5fZZrdwkFx0_28.mp4	dancing	group3
yt-2CWrK9nbhTk_211.mp4	dancing	group4
yt-2IfvnrF3IV0_241.mp4	dancing	group5
yt-nfDPFHUDq8g_136.mp4	dancing	group1
5Bc466bkeA0_35.mp4	dancing	group2
yt-TqVe93JCGmM_12.mp4	dancing	group3
yt-OTNdgakSIJE_97.mp4	dancing	group4
yt-p0buJEEKeuI_61.mp4	dancing	group5
yt-1CV2cYtUlxE_57.mp4	dancing	group1
yt-xUPucH7kNAs_178.mp4	dancing	group2
yt-ejSzwn8tY8g_49.mp4	dancing	group3
diEJGTjLdOs_72.mp4	sprinting	group1
yt-c-H45QS0CF4_147.mp4	sprinting	group2
yt-06XMUn9DTKc_35.mp4	sprinting	group3
TYs22gin-EU_57.mp4	sprinting	group4
yt-b29VtKvlnWE_430.mp4	entering	group3
yt-ujdFTAUE8rc_34.mp4	entering	group4
yt-dkBlyE3igk0_44.mp4	entering	group5
WCwb-DeQOSg_85.mp4	entering	group1
yt-9Fxa53fDUWU_34.mp4	shopping	group1
yt-a_awONsLFfE_107.mp4	shopping	group2
2E67nCgRCGk_75.mp4	shopping	group3
8lrGQK4UBj8_38.mp4	shopping	group4
yt-2SVpSaBAxsw_78.mp4	serving	group4
yt-5ws2gxbcjs4_381.mp4	serving	group5
yt-UZ-k4A-eD20_124.mp4	serving	group1
yt-hekMMCluhnU_18.mp4	serving	group2
yt-DfgpLIP0jnk_105.mp4	signing	group5
yt-9NV8zv2Sdq4_30.mp4	signing	group1
yt-KLInd-KrK_w_19.mp4	signing	group2
yt-JDHApyT5ngs_128.mp4	signing	group3
yt-wrxk7fFkxHg_177.mp4	signing	group4
yt-tX3slAQb9yY_13.mp4	signing	group5
yt--OkafQ5VFHs_51.mp4	calling	group2
yt-G_eNNzNB-hU_1.mp4	calling	group3
yt-YFl_NAWBFAw_166.mp4	calling	group4
yt-dO0OuozAgt0_225.mp4	calling	group5
yt-VfASxEzDrvc_145.mp4	calling	group1
yt-F1vQ5nZWhDg_21.mp4	calling	group2
yt-AuQ_WxaNy4Y_255.mp4	calling	group3
yt-ph1AkIToO4E_46.mp4	calling	group4
yt-MsSEF0krKE4_149.mp4	calling	group5
yt-j-ifVbxZePQ_70.mp4	calling	group1
yt-cokedWwwYYs_136.mp4	playing+fun	group5
yt-xroq1qyorNo_113.mp4	playing+fun	group1
yt-1PJ1RZ0bfls_4.mp4	playing+fun	group2
yt-7sD6zc169Xo_77.mp4	playing+fun	group3
yt-V35ubrbe8gA_86.mp4	clipping	group4
yt-RNPFV7lgAvE_362.mp4	clipping	group5
yt-ieA3XwoSko4_98.mp4	clipping	group1
yt-UojTppgtyCE_121.mp4	clipping	group2
yt-eoASPwIAiHY_244.mp4	gripping	group1
bing-www_nbcnews_com_storyline_isis-terror_fall-isis-stronghold-raqqa-will-change-war-extremists-not-end-n808621_86.mp4	gripping	group2
yt-qxtmtMnUfD0_124.mp4	gripping	group3
yt-fTlJIM1TtOw_28.mp4	gripping	group4
yt-QXsedpZh800_275.mp4	gripping	group5
yt-IDpUZ2NWBUY_60.mp4	rowing	group3
yt-tneuR3EtSZE_72.mp4	rowing	group4
yt-xWCPbUQc-vg_7.mp4	rowing	group5
yt-SCzpSxzt0TA_46.mp4	rowing	group1
gX_VbZnZO0k_13.mp4	shrugging	group4
yt-khmJAQuCRRE_119.mp4	shrugging	group5
yt-mmvWYAttrIw_2.mp4	shrugging	group1
yt-TbdZrcl_Jso_5.mp4	shrugging	group2
yt-O_6CyqHeJig_132.mp4	shrugging	group3
yt-sdsSoU6XvU4_77.mp4	loading	group2
yt-kAUL5o7i5mo_116.mp4	loading	group3
yt-wCGilnAvV3s_188.mp4	loading	group4
yt-iHmshS63rBc_329.mp4	loading	group5
yt-mdxs8FCKLFc_232.mp4	loading	group1
yt-OFnDCbW9Ebo_31.mp4	loading	group2
yt-IPiZqn4dG9k_9.mp4	rafting	group3
yt-DMb7ulzm5DM_20.mp4	rafting	group4
yt-a9bnYU0Gnxg_59.mp4	rafting	group5
bing-www_dailymotion_com_video_x4kcklg_53.mp4	rafting	group1
yt-tQ-hgwTcMqU_43.mp4	rafting	group2
yt-k7ALBAMWX2M_6.mp4	sliding	group3
yt-2ZsK7zSCJ2w_67.mp4	sliding	group4
yt-hDYtYKUsVE4_120.mp4	sliding	group5
yt-JmmyeMOFpII_29.mp4	sliding	group1
wc-1MzpHfRq1MUK_32.mp4	sliding	group2
yt-Op12PQ4bqTw_11.mp4	sliding	group3
yt-YeT4acsbqok_210.mp4	sliding	group4
yt-BeF1BUrjY_8_117.mp4	sliding	group5
yt-jzDaQD-g168_103.mp4	sanding	group3
yt-t23g0U_hAgg_32.mp4	sanding	group4
yt-P99dLq0DrK0_277.mp4	sanding	group5
yt-n6aLw10f2Yw_317.mp4	sanding	group1
yt-deiWoIfK6vg_44.mp4	sanding	group2
dnLAfffA-kU_53.mp4	rolling	group3
yt-yyIimWrvRyI_246.mp4	rolling	group4
yt-NZIhxK5NvWE_152.mp4	rolling	group5
8d08M6iP-vU_44.mp4	rolling	group1
yt-ZBhTpmrAlUY_70.mp4	tying	group1
yt-a0axt7n0GuQ_19.mp4	tying	group2
yt-kINZMjys3O4_112.mp4	tying	group3
yt-RMjo2PPEPEA_112.mp4	tying	group4
yt-RHPOCG1mII0_138.mp4	tying	group5
yt-xNITUMXoU0g_9.mp4	tying	group1
yt-yf4RdPKpSVc_44.mp4	tying	group2
yt-Rqwi-Fk9IJQ_114.mp4	tying	group3
yt-tHBOlYmaBuk_96.mp4	exiting	group1
yt-R9Iabv0XgOQ_80.mp4	exiting	group2
yt-PltpRRYmQQk_62.mp4	exiting	group3
flickr-csgzs-8144064966_10.mp4	exiting	group4
yt-HQQws1Lp_rQ_10.mp4	discussing	group1
yt-vHS71x_O6sY_90.mp4	discussing	group2
bing-www_yahoo_com_entertainment_anastasia-karanikolaou-chantel-jeffries-discuss-182400502_html_9.mp4	discussing	group3
yt-33PKaLVxDC4_2703.mp4	discussing	group4
yt-9CY7rDYBYUI_40.mp4	discussing	group5
82eJpVKGnC0_188.mp4	discussing	group1
yt-PYHK810V_n8_1375.mp4	discussing	group2
yt-D9uD7yM6bxQ_269.mp4	discussing	group3
yt-sIXdPhfS67U_203.mp4	stitching	group5
yt-ak01CHYgEOs_1383.mp4	stitching	group1
yt-BIDHmbneB10_998.mp4	stitching	group2
yt-2OoHcgS8sss_7.mp4	stitching	group3
yt-Jo6PxivsTOg_247.mp4	stitching	group4
yt-83nimFMNhrM_131.mp4	stitching	group5
yt-Mjm5smrurQI_125.mp4	leaning	group3
yt-452RKqKIeRU_16.mp4	leaning	group4
yt-GOgS--rzmKQ_51.mp4	leaning	group5
yt-0Ut9QANGX20_35.mp4	leaning	group1
yt-fja6A_3ys_w_116.mp4	putting	group3
yt-g_RCws799LQ_52.mp4	putting	group4
yt-7WYXuBHeorw_188.mp4	putting	group5
bing-www_cnet_com_videos_amazon-wants-to-put-alexa-on-your-pc__50.mp4	putting	group1
yt-26009GpQuUg_3.mp4	catching	group3
yt-IXMtF998XFY_547.mp4	catching	group4
yt-zQnaVApUPH0_14.mp4	catching	group5
yt-GHRCzDzThnI_72.mp4	catching	group1
yt-vY49oIv_dWg_73.mp4	catching	group2
yt-JGKdBO2Ldzo_93.mp4	catching	group3
yt-_7HJhRPVmHw_255.mp4	catching	group4
yt-n2PnABmSpxI_115.mp4	catching	group5
yt-GLK6LniTOK0_69.mp4	catching	group1
OdxWh1oU8e8_1.mp4	catching	group2
59eT4XDXNno_25.mp4	catching	group3
yt-3R23XwTXpKs_238.mp4	catching	group4
yt-o_CT2MjZ9fA_216.mp4	catching	group5
yt-6kzW30NcCOY_49.mp4	catching	group1
yt-3tsrlES3thg_81.mp4	catching	group2
yt-31yLemkW42Q_111.mp4	catching	group3
yt-jcuaf9iSEkI_169.mp4	catching	group4
yt-nqRBIR8dFYc_328.mp4	catching	group5
yt-JTuopUgmg1w_101.mp4	catching	group1
yt-TSSPDwAQLXs_158.mp4	catching	group2
r4Npnob1vds_12.mp4	catching	group3
yt-rbJOb1spY9M_16.mp4	catching	group4
yt-GaJaxp546lc_22.mp4	catching	group5
yt-0RBWX9VRzaU_141.mp4	catching	group1
yt-bwSRV1Vr21s_435.mp4	catching	group2
yt-z5rxY-WhFNw_15.mp4	catching	group3
yt-XbNHfZjXuVM_43.mp4	catching	group4
yt-QqSceHxY3d0_356.mp4	catching	group5
yt-kxWtOXNIsRA_329.mp4	catching	group1
yt-AbJBxqEYoMg_105.mp4	catching	group2
yt-fCjjH_4i8Fg_115.mp4	catching	group3
yt-kXarkCFJLeg_46.mp4	catching	group4
yt-3roniRu6w58_10.mp4	catching	group5
yt-KV8X9IBWuJk_48.mp4	catching	group1
yt-Pd3_4Z2tbFU_47.mp4	catching	group2
yt--_ZMybcaUOw_254.mp4	catching	group3
yt-djFogwgoaEk_94.mp4	catching	group4
WO9z7lBUvOs_151.mp4	catching	group5
yt-AbJBxqEYoMg_27.mp4	catching	group1
yt-FzMLLmcD1mE_19.mp4	catching	group2
yt-aeubh6vwbow_12.mp4	catching	group3
yt-KpOAdMtPGFs_17.mp4	catching	group4
yt-g_LvosijBF0_54.mp4	catching	group5
yt-SyePE8wOlxs_321.mp4	catching	group1
wc-oyG6AjP_W2EL_15.mp4	catching	group2
yt-savE5_jePKQ_25.mp4	catching	group3
yt-C0INfEJ4Awk_53.mp4	catching	group4
yt-ikhlUegH24c_552.mp4	catching	group5
yt-5C0_rps3vyM_22.mp4	catching	group1
yt-oAVThIM5Bhg_241.mp4	catching	group2
yt-7Z6Kmp0n7L8_145.mp4	spinning	group2
yt-B7ZRYVhfW2U_52.mp4	spinning	group3
yt--a-d97T4Gak_75.mp4	spinning	group4
yt-GigCK1Gssew_185.mp4	spinning	group5
yt-LdHRVIb4nIE_6.mp4	plugging	group3
yt-vacON8rxZaI_168.mp4	plugging	group4
yt-WrwPgZYBXlA_34.mp4	plugging	group5
yt-XHYYkaHcEtM_72.mp4	plugging	group1
yt-OdTWn1U1mO4_68.mp4	plugging	group2
yt-cONX-OgVhHU_1821.mp4	plugging	group3
yt-YZO4_2yJLWE_1447.mp4	carving	group3
yt-isJga8ec5UM_32.mp4	carving	group4
yt-VinOD6g7xEc_135.mp4	carving	group5
yt-pbFpqAQJCJo_149.mp4	carving	group1
yt-8EiMToiiXYs_55.mp4	carving	group2
yt-w7dXHLrfZI4_223.mp4	carving	group3
yt-aSEKRE_FNaI_62.mp4	carving	group4
yt-c6kLumgTX54_7.mp4	carving	group5
yt-XUnZ7FbBtvk_162.mp4	carving	group1
yt-aqrdb6BiFx4_12.mp4	carving	group2
yt-ybH6uAiFbjc_273.mp4	carving	group3
yt-ChAhBD9LrsU_223.mp4	carving	group4
yt-lv6mhnH7_g4_134.mp4	carving	group5
yt-Gokv9ZtV6zo_70.mp4	carving	group1
yt-GpVFUM8K0yE_68.mp4	carving	group2
yt-roThCERxVCs_133.mp4	carving	group3
yt-BlWfK4MkjWA_469.mp4	carving	group4
yt-0d5TkclKWVA_146.mp4	carving	group5
yt-Z4W6l0eZza4_6.mp4	carving	group1
yt-GETRVzxihhM_74.mp4	carving	group2
yt-b0IfGcoHfD0_83.mp4	carving	group3
yt-YykKZWKmLnQ_386.mp4	carving	group4
yt--Ra34zJ69AU_68.mp4	carving	group5
yt--vHa85DHvLU_31.mp4	carving	group1
yt-PDNWrJ2bZ6I_79.mp4	carving	group2
yt-Ja7d2a6e5xE_279.mp4	carving	group3
yt-z46eFYG950M_222.mp4	carving	group4
yt-0MB_IYX1fgo_44.mp4	carving	group5
yt-H2y1th4WaWU_51.mp4	carving	group1
yt-RlHmMGUjT9E_130.mp4	carving	group2
yt-2ftSsLqRQnA_84.mp4	carving	group3
yt-147vePB5Arc_15.mp4	carving	group4
yt-MWX0EtpWIs8_286.mp4	carving	group5
yt-c5_SFS4aaJI_1102.mp4	carving	group1
yt-Xegmd8whqBs_230.mp4	carving	group2
yt-GFcuvjHJmS4_86.mp4	carving	group3
yt-oVrkSsEpuvk_118.mp4	carving	group4
yt-Rsfo57AlpLA_332.mp4	carving	group5
yt-yzXjWakwpPs_175.mp4	carving	group1
yt-CLX1rmSf2Rs_194.mp4	carving	group2
yt-cBCeq1NQgj0_1129.mp4	carving	group3
yt-9EnchawJ3pA_90.mp4	carving	group4
yt-jYSri2JVUqo_1036.mp4	carving	group5
yt-FoO02U39gy4_398.mp4	carving	group1
yt-jovPh9BdlYI_215.mp4	carving	group2
yt-6UFUeTKci2o_164.mp4	carving	group3
yt-fA0nOetbOJY_580.mp4	carving	group4
yt-qF-69JWJX_Y_55.mp4	carving	group5
yt-L7UKVgSr0c8_198.mp4	carving	group1
yt-siUaw_L-hrw_116.mp4	carving	group2
yt-GyMWMiWvuiA_237.mp4	carving	group3
yt-ZYrQIw9VUok_111.mp4	carving	group4
yt-6mRpmfIvdew_1435.mp4	carving	group5
yt-bQRBtP9zkms_111.mp4	carving	group1
yt-_BvMLZo0MG0_1226.mp4	carving	group2
yt-PreGL81PEP4_61.mp4	carving	group3
yt-t8NfuFA7OlM_26.mp4	carving	group4
yt-4r-oovk9JWg_85.mp4	carving	group5
yt-zgkJCgcT1s4_300.mp4	carving	group1
yt-8gaLZxx-q50_142.mp4	carving	group2
yt-1XfKrSmjtl4_443.mp4	carving	group3
yt-3NMDWrZr1Z4_255.mp4	carving	group4
yt-a4T5fdpRKlQ_125.mp4	carving	group5
yt-MToRA8FcNJ4_138.mp4	carving	group1
yt-tfHCqgH1guY_235.mp4	carving	group2
yt-vDjj0EWFdIU_49.mp4	carving	group3
yt-3JApfnMu5cU_378.mp4	carving	group4
yt-D_f3_HIXG2g_87.mp4	carving	group5
yt-aTEGTeQuDWM_93.mp4	carving	group1
yt-I9uf7kAccFA_229.mp4	carving	group2
yt-4oacL3aXtlU_11.mp4	carving	group3
yt-sZBe-xmTySc_8.mp4	carving	group4
yt-CINajD_PVjQ_494.mp4	carving	group5
yt-wPXrAuiiRZg_1062.mp4	shaving	group3
yt-7NjoFHBdP7c_102.mp4	shaving	group4
yt-HFiRYTnMZxE_338.mp4	shaving	group5
yt-Y7-umyL036c_507.mp4	shaving	group1
yt-vT65tZPBrR0_18.mp4	giving	group5
yt-dESxu60Cl10_24.mp4	giving	group1
yt-_xfncCRYpII_32.mp4	giving	group2
yt-q8mfIumbHuo_84.mp4	giving	group3
yt-G65z8p1YNhw_16.mp4	giving	group4
yt-IC62JSYpq9w_71.mp4	burying	group3
yt-npaE4fe6A6Y_26.mp4	burying	group4
yt-SHTeTAnZgho_43.mp4	burying	group5
yt-EgsLlKJmzeY_60.mp4	burying	group1
yt-l6WPyKg_3is_154.mp4	burying	group2
yt-tNCrkObhB6c_17.mp4	burying	group3
yt-ibDaDIEazxg_3.mp4	burying	group4
yt-Tt_LkR4iAt4_11.mp4	burying	group5
yt-2jVJb1PR2XA_16.mp4	burying	group1
yt-qYuLW5vSotM_160.mp4	burying	group2
yt-0EhQYCX_G6E_8.mp4	burying	group3
yt-I2n2eo2zoZs_112.mp4	burying	group4
yt-I2n2eo2zoZs_94.mp4	burying	group5
yt-Fci3dBzt2T4_223.mp4	burying	group1
yt-Dlk44AGz-xM_37.mp4	burying	group2
yt-uWeU2s6JYyk_10.mp4	burying	group3
yt-VxTTEZNJWjs_110.mp4	burying	group4
yt-qycUhA3Isjg_55.mp4	burying	group5
yt-wz2opOBqClo_14.mp4	burying	group1
yt-3DM_SqT4RII_10.mp4	burying	group2
yt-I2n2eo2zoZs_133.mp4	burying	group3
yt-82O1uT8dmv8_12.mp4	burying	group4
yt-gbDSSDcRlg4_31.mp4	burying	group5
yt-gbDSSDcRlg4_19.mp4	burying	group1
yt-qycUhA3Isjg_67.mp4	burying	group2
yt-BCFGCganiuE_8.mp4	burying	group3
yt-hdZEAsVBEEM_19.mp4	burying	group4
yt-F_Bvwnulib8_35.mp4	burying	group5
yt-ZBk_XFb5PGo_25.mp4	burying	group1
yt-71qAAM6ryGY_32.mp4	burying	group2
yt-ePxv64kEqa0_177.mp4	burying	group3
yt-nMWqezngycw_10.mp4	burying	group4
yt-loe3Rqs8TEM_46.mp4	burying	group5
yt-ET5YTz1laWo_108.mp4	burying	group1
yt-Y-8d31A9JXg_12.mp4	cramming	group2
yt-J4Ci5b3z4fo_4.mp4	cramming	group3
yt-MUfa26F8dfE_97.mp4	cramming	group4
yt-DO1vncSoiJk_58.mp4	cramming	group5
yt-yPtwbpByPds_33.mp4	cramming	group1
bing-vimeo_com_161378598_22.mp4	performing	group3
yt-2kPrGwVmRfE_169.mp4	performing	group4
yt-BqJHT4K7Qf8_127.mp4	performing	group5
yt-GfPep7IhZIU_47.mp4	performing	group1
yt-LhP0mZ6xxIg_111.mp4	camping	group1
yt-rNjnYLsk32k_1172.mp4	selling	group4
yt-YyKEeu2gLrI_158.mp4	selling	group5
yt-JH6qCYAnX-I_70.mp4	selling	group1
yt-CH4HfNRC1hY_40.mp4	selling	group2
yt-kkbtZP78JxQ_96.mp4	hugging	group1
yt-s8Egk0W1Uck_39.mp4	hugging	group2
yt-szXWk_X_67Q_10.mp4	hugging	group3
yt-vMnSbsjGK9k_62.mp4	hugging	group4
yt-iO0efV_PV-k_102.mp4	hugging	group5
flickr-hapanine-31880782705_22.mp4	rocking	group5
yt-ZwnliF0525U_95.mp4	rocking	group1
yt-4oT-2eGhmUo_102.mp4	rocking	group2
yt-FMIevUic_XY_50.mp4	rocking	group3
yt-fT8CS1nszUE_355.mp4	crying	group4
yt-oUrpKe5nyuI_5.mp4	crying	group5
yt-TNtO8RPd3iE_25.mp4	crying	group1
