video_name	category_name	duration	width	height	size	frame_rate
yt-eczLsCTIyn0_553.mp4	cutting	3.037000	960	720	1.340376	30000/1001
yt-v66td-1WO7w_44.mp4	cutting	3.024000	1280	720	1.245315	25/1
yt-tX5U0Lyo6Gs_376.mp4	cutting	3.024000	1270	720	2.497602	30000/1001
yt-n2sJadTbuxo_10.mp4	cutting	3.024000	1280	720	1.871945	30/1
yt--v_iMUMMX6g_39.mp4	laughing	3.024000	1280	720	1.434724	30/1
yt-lkpfs_4qAGE_50.mp4	laughing	3.024000	1280	720	1.354823	24/1
yt-FbCVXEJicis_5.mp4	laughing	3.024000	1280	720	1.494112	30/1
yt-4sSV4iIs8gQ_55.mp4	laughing	3.024000	1280	720	2.458111	359/12
yt-QiJyOUkuo38_6.mp4	laughing	3.024000	1280	720	1.297035	30000/1001
yt-oUrpKe5nyuI_5.mp4	crying	3.024000	1280	720	1.034987	30/1
yt-r2jZ0zZrqzQ_45.mp4	crying	3.024000	1280	720	0.991786	30000/1001
yt-nS2QqSQbjOQ_39.mp4	crying	3.024000	1280	720	1.208347	25/1
yt-TNtO8RPd3iE_25.mp4	crying	3.037000	1280	720	1.29363	30000/1001
yt-fT8CS1nszUE_355.mp4	crying	3.024000	1280	720	0.990063	30/1
yt-3aTDYxyF6bc_35.mp4	crying	3.024000	1280	720	1.009631	20/1
yt-nB2WgvYt7bA_170.mp4	smoking	3.024000	1280	720	1.654007	30/1
yt-0qfEA1ZFWjA_123.mp4	smoking	3.024000	1280	720	1.570259	30/1
wc-zkO_omg3nTvg_5.mp4	smoking	3.022000	1920	1080	2.686432	30000/1001
yt-nwa8jP9fa1Y_767.mp4	smoking	3.024000	1280	720	1.47633	25/1
yt-KNdCiW8m1uY_168.mp4	tattooing	3.070000	1280	720	1.64258	30000/1001
yt-RKo978aBdzw_173.mp4	tattooing	3.024000	1280	720	1.56568	30000/1001
yt-EFrazkRaYbs_21.mp4	giggling	3.045000	1280	720	1.157745	24000/1001
yt-zhQ32_OayBQ_39.mp4	giggling	3.024000	1280	720	1.126697	24/1
yt-Ev39pXXfr1Y_152.mp4	giggling	3.024000	1280	720	1.130935	88/3
yt-rlEPywo5BEQ_36.mp4	giggling	3.024000	1280	720	1.10376	24/1
yt-s0lPpn3TAEo_90.mp4	giggling	3.037000	1280	720	1.376771	30000/1001
c5iVM3LI6kI_252.mp4	interviewing	3.024000	1280	720	1.570479	30/1
ux8Mvi8P16k_168.mp4	interviewing	3.024000	1280	720	1.682031	30/1
yt-b7bIulV49DQ_81.mp4	interviewing	3.024000	1280	720	1.471881	30000/1001
yt-TFzaqepOKQ4_13.mp4	interviewing	3.024000	1280	720	1.603939	19/1
yt-n_eO-7KedAE_21.mp4	interviewing	3.037000	1280	720	1.497082	2997/100
yt-WTxvvlP8xnw_113.mp4	towing	3.024000	1280	720	2.204732	30/1
yt-KC6I552mXwM_6.mp4	towing	3.024000	1280	720	2.07071	1473/50
yt-rqYMMAU_GJs_91.mp4	towing	3.024000	1280	720	2.183219	30/1
yt-HPjLtkyzN3E_101.mp4	towing	3.024000	1280	720	2.264383	30/1
nPwtvvPgdNc_39.mp4	stopping	3.024000	1280	720	1.519749	30000/1001
yt-OEY9O2MglQM_7.mp4	stopping	2.400000	1280	720	3.738602	0/0
yt-uY5xsUKn8zU_17.mp4	stopping	3.037000	1280	720	1.491627	2997/100
yt-VgJZl9SddCQ_8.mp4	stopping	3.024000	1280	720	1.478458	30/1
yt-lNevNqA8sIs_54.mp4	stopping	3.037000	1280	720	1.339392	30000/1001
yt-t-wpKypNysg_27.mp4	studying	3.024000	1280	720	1.044473	30/1
yt-DmlSN7mzczI_62.mp4	studying	3.024000	1280	720	0.912387	30/1
yt-OPzchvF7jO8_53.mp4	studying	3.059000	1280	720	1.144123	22887/1000
yt-6DJulOrg2-8_122.mp4	studying	2.466667	1280	720	4.069753	0/0
yt-_6j2NXrB-zE_28.mp4	dripping	3.024000	1280	720	1.545515	30/1
yt-foGMTdxewBI_43.mp4	dripping	3.024000	1280	720	1.435043	30000/1001
4_D1iUb87uE_15.mp4	dripping	3.024000	1280	720	1.549707	30000/1001
yt-K-iCphzt_RE_17.mp4	dripping	3.024000	1280	720	1.561141	24/1
yt-Q5Mfl5NdT7g_3.mp4	dripping	3.024000	1280	720	1.44934	30000/1001
yt-dWF89kq2JIA_13.mp4	dipping	3.024000	1280	720	1.323063	30000/1001
yt-zrCOCNRc2cY_254.mp4	dipping	3.037000	1280	720	1.605486	30000/1001
yt-hqp-Y6vAMeo_80.mp4	dipping	3.024000	1280	720	1.36397	30000/1001
yt-nYi_FfCjepk_74.mp4	dipping	3.024000	1280	720	1.602892	30000/1001
yt-wE0cEswyaaM_53.mp4	dipping	3.024000	1280	720	1.600746	30/1
yt-x0MCtNEv_Ew_35.mp4	dipping	3.024000	1280	720	1.810368	30000/1001
yt-loYSF41PfgI_79.mp4	dipping	3.024000	1280	720	1.364789	30/1
yt-dqcUJzNOzbM_156.mp4	dipping	3.037000	1280	720	1.468354	30000/1001
yt-Y32yFYRmNVU_22.mp4	pressing	3.024000	1280	720	1.543937	30/1
wc-NVeGRb_y_y_5_36.mp4	pressing	3.045000	1920	1080	1.893231	24000/1001
wc-auTIuWLTxxkn_5.mp4	pressing	3.022000	1920	1080	2.164666	24000/1001
yt-xrPrnzvWUkY_7.mp4	pressing	3.024000	1280	720	1.872962	29829/1000
yt-ZBhTpmrAlUY_70.mp4	tying	3.024000	1280	720	1.368822	30000/1001
yt-yf4RdPKpSVc_44.mp4	tying	3.024000	1280	720	1.331868	30000/1001
yt-RMjo2PPEPEA_112.mp4	tying	3.024000	1280	720	1.344283	30000/1001
yt-RHPOCG1mII0_138.mp4	tying	3.024000	1280	720	1.426151	25/1
yt-xNITUMXoU0g_9.mp4	tying	3.024000	1280	720	1.72779	30000/1001
yt-kINZMjys3O4_112.mp4	tying	3.024000	1280	720	1.399869	30/1
yt-a0axt7n0GuQ_19.mp4	tying	3.024000	1280	720	1.369472	30/1
yt-Rqwi-Fk9IJQ_114.mp4	tying	3.024000	1280	720	1.415248	179/6
yt-ZdXwVfF6T-s_25.mp4	mowing	3.050000	1280	720	3.059447	14921/500
yt-1iB2ofPY1U8_16.mp4	mowing	3.024000	1280	720	2.713629	30/1
yt-7SsfOM7v3ns_56.mp4	mowing	3.037000	1280	720	3.132773	30000/1001
yt-hOtj2y9VWrc_354.mp4	mowing	3.034000	1280	720	2.508295	30/1
yt-2i53vKte7SA_117.mp4	eating	3.037000	1280	720	1.483501	30000/1001
yt-cILZ_cB3_so_73.mp4	eating	3.024000	1280	720	1.687828	30000/1001
wc-ZZxbTv7oc5DQ_10.mp4	eating	3.022000	1920	1080	1.691107	30000/1001
yt-2IxVZeiSv3g_28.mp4	eating	3.024000	1280	720	2.173296	30/1
wc-lItGMdwvEd_l_7.mp4	eating	3.022000	1920	1080	1.790985	30000/1001
bing-www_cnn_com_2015_04_20_living_steak-eating-contest-molly-schuyler-feat_index_html_1.mp4	eating	3.047000	1280	720	1.29629	30000/1001
yt-Hs5HF3mTQ7A_9.mp4	smelling	3.024000	1280	720	1.43223	30000/1001
yt-y2RUPYKfBZs_12.mp4	smelling	3.024000	1280	720	1.181594	30000/1001
yt-qycUhA3Isjg_76.mp4	smelling	3.024000	1280	720	1.282814	24/1
yt-7Fyu2vr7zbA_31.mp4	smelling	3.037000	1280	720	1.105794	30000/1001
yt-ZmoUDsP2y40_8.mp4	lifting	3.042000	1280	720	1.405686	359/12
yt-Zn0YwrsCFOQ_44.mp4	lifting	3.024000	1280	720	1.430806	30/1
yt-O4wUEZwHLyI_114.mp4	lifting	3.024000	1280	720	1.506386	30/1
yt-ZTAaH5XbtfE_3.mp4	lifting	3.024000	1280	720	1.466567	30/1
yt-6KJ_yZR-Jco_14.mp4	lifting	3.024000	1280	720	1.908224	30/1
yt_R-3UiB_5en3gg_145.mp4	opening	3.037000	1280	720	1.16125	30000/1001
yt-iiGwN9FQrZo_1.mp4	opening	3.024000	1280	720	1.308889	30000/1001
yt-gzjV6YoK6X0_3.mp4	opening	3.024000	1280	720	1.918927	30000/1001
yt_R-0ngqGSOeXEc_415.mp4	opening	1.968633	1280	720	3.168627	30000/1001
yt-mMnlzv6cfH4_134.mp4	opening	3.024000	1280	720	1.265949	30000/1001
yt-JTVyt-eu4VI_1.mp4	opening	3.024000	1280	720	1.280903	179/6
bing-www_yahoo_com_entertainment_anastasia-karanikolaou-chantel-jeffries-discuss-182400502_html_9.mp4	discussing	3.024000	1920	1080	1.312864	24000/1001
yt-PYHK810V_n8_1375.mp4	discussing	3.024000	1280	720	1.224566	30000/1001
82eJpVKGnC0_188.mp4	discussing	3.037000	1280	720	1.690715	30000/1001
yt-9CY7rDYBYUI_40.mp4	discussing	3.024000	1280	720	1.360685	30000/1001
yt-D9uD7yM6bxQ_269.mp4	discussing	3.024000	1280	720	1.351497	30000/1001
yt-HQQws1Lp_rQ_10.mp4	discussing	3.024000	1280	720	1.337266	25/1
yt-33PKaLVxDC4_2703.mp4	discussing	3.024000	1280	720	1.435534	30/1
yt-vHS71x_O6sY_90.mp4	discussing	3.037000	1280	720	1.557766	30000/1001
yt-8LO59eN9om4_16.mp4	frowning	3.024000	1280	720	1.064236	30000/1001
yt--s2mcDTgwkc_65.mp4	frowning	3.024000	1280	720	0.942837	30/1
yt-NqZHX-eOVUA_35.mp4	frowning	3.024000	1280	720	1.474199	25/1
yt-e_eOzV7qMZo_374.mp4	frowning	3.024000	1280	720	1.771031	30/1
yt-McqS-QObQbk_122.mp4	frowning	3.024000	1280	720	0.89162	30/1
yt-bTcbsBET7gc_270.mp4	teaching	3.024000	1280	720	1.302253	30000/1001
yt-VjTiMtjdjTw_103.mp4	teaching	3.024000	1280	720	1.448337	30/1
yt-fk-z6WCvjjA_3.mp4	teaching	3.024000	1280	720	1.264063	30/1
yt-Bx2kLEUuN0E_456.mp4	teaching	3.037000	1280	720	1.615112	30000/1001
yt-GigCK1Gssew_185.mp4	spinning	3.024000	1280	720	2.120931	30/1
yt-B7ZRYVhfW2U_52.mp4	spinning	3.024000	1280	720	1.799209	30/1
yt-7Z6Kmp0n7L8_145.mp4	spinning	3.024000	1280	720	2.263183	25/1
yt--a-d97T4Gak_75.mp4	spinning	3.024000	1280	720	2.304168	30/1
yt-HwGg4-zeWi8_364.mp4	combing	3.034000	1280	720	1.285743	30/1
yt-9T99N7Cvi_o_112.mp4	combing	3.024000	1280	720	1.23636	25/1
yt-f9iXELY0EJ0_344.mp4	combing	3.024000	1280	720	1.136082	30000/1001
yt-gMqeZkpA_1Q_61.mp4	combing	3.024000	1280	720	1.020158	30/1
yt-KM_SJx8CMGc_10.mp4	combing	3.024000	1280	720	1.707385	30/1
yt-2LCHVTVwJ5E_235.mp4	combing	3.024000	1280	720	1.469361	25/1
yt-7Ya-rGPO8cM_159.mp4	combing	3.024000	1280	720	1.177833	25/1
yt-7v3kHYBe7-E_8.mp4	combing	3.024000	1280	720	1.33326	30000/1001
yt-5fnd__rpWeE_396.mp4	combing	3.052000	1280	720	1.03862	97/4
yt-uX7qYKQm_pg_277.mp4	combing	3.024000	1280	720	1.554607	30000/1001
yt-kuzdrmHa-W0_39.mp4	constructing	3.024000	1280	720	1.627912	25/1
yt--C2DDZ7LOQA_95.mp4	constructing	3.037000	1280	720	1.480255	30000/1001
yt-fLNDhX22diw_98.mp4	constructing	3.037000	1280	720	0.975547	30000/1001
yt-V5iQ3MbihnI_103.mp4	constructing	3.024000	1280	720	1.039637	30000/1001
yt-SGTgMItFkxY_172.mp4	constructing	3.024000	1280	720	0.818325	24/1
yt-LQrnLKP5tiQ_48.mp4	constructing	3.024000	1280	720	1.705671	30000/1001
yt-nA-1mD3ky2c_37.mp4	constructing	3.024000	1280	720	1.642792	25/1
yt-lGQ3wMI5-Yg_140.mp4	removing	3.024000	1280	720	1.266577	30000/1001
yt-wVMhACNFF-M_154.mp4	removing	3.037000	1280	720	1.548297	30000/1001
yt-A1XT1fT1c8w_24.mp4	removing	3.037000	1280	720	1.264481	30000/1001
yt-Dj42sI_Z-kQ_38.mp4	removing	3.024000	1280	720	1.885719	30000/1001
yt-Ojy5TMPX8_Q_165.mp4	removing	3.045000	1280	720	1.893761	24000/1001
yt-BG-G7m5wLZ4_94.mp4	removing	3.037000	1280	720	1.61127	30000/1001
yt-bhiGMKSAz2g_370.mp4	removing	3.024000	1280	720	1.289142	29/1
yt-ThT8utBaywI_68.mp4	removing	3.024000	1280	720	1.304677	30000/1001
yt-Y-8d31A9JXg_12.mp4	cramming	3.024000	1280	720	1.792592	30000/1001
yt-J4Ci5b3z4fo_4.mp4	cramming	3.024000	1280	720	1.110003	30/1
yt-DO1vncSoiJk_58.mp4	cramming	3.034000	1280	720	1.211614	30/1
yt-MUfa26F8dfE_97.mp4	cramming	3.024000	1280	720	1.742012	30/1
yt-yPtwbpByPds_33.mp4	cramming	3.034000	1280	720	1.076606	45000/1517
yt-VfASxEzDrvc_145.mp4	calling	3.068000	1280	720	0.68232	89/3
yt-ph1AkIToO4E_46.mp4	calling	3.024000	1280	720	0.623942	30/1
yt-MsSEF0krKE4_149.mp4	calling	3.024000	1280	720	0.611275	30/1
yt-AuQ_WxaNy4Y_255.mp4	calling	3.037000	1280	720	0.594536	30000/1001
yt-YFl_NAWBFAw_166.mp4	calling	3.024000	1280	720	0.556364	30/1
yt-F1vQ5nZWhDg_21.mp4	calling	3.037000	1280	720	1.039251	30000/1001
yt-G_eNNzNB-hU_1.mp4	calling	3.024000	1280	720	0.695501	25/1
yt-dO0OuozAgt0_225.mp4	calling	3.024000	1280	720	0.549842	30/1
yt--OkafQ5VFHs_51.mp4	calling	3.024000	1280	720	0.585847	30/1
yt-j-ifVbxZePQ_70.mp4	calling	3.042000	1280	720	0.584459	359/12
yt-T7RmOAme5dU_213.mp4	descending	3.024000	1280	720	2.332647	30000/1001
yt-XF0fyyFEgWo_280.mp4	descending	3.024000	1280	720	2.625192	25/1
yt-mWL9DHq4eRI_501.mp4	descending	3.024000	1280	720	2.497434	30000/1001
yt-hRAqAwRhmwE_58.mp4	descending	3.024000	1280	720	2.531422	30/1
G5lrDxJJzfI_2.mp4	descending	3.024000	1280	720	1.629928	30/1
SPNvf6JCjGw_123.mp4	descending	3.045000	1280	720	1.645838	24000/1001
yt_R-lST38EdfMMQ_5.mp4	descending	3.037000	1280	720	1.921137	30000/1001
yt-sGckFFOLO30_164.mp4	descending	3.037000	1280	720	1.765999	30000/1001
yt-CEQnXB0LxQU_278.mp4	descending	3.024000	1280	720	3.11926	30/1
yt-9aKqMX9IHPg_242.mp4	descending	3.024000	1280	720	2.221118	30/1
yt-IdhdCU1HQ30_50.mp4	descending	3.024000	1280	720	2.042337	30/1
yt-1RVw8p6Dw2Q_20.mp4	descending	3.037000	1280	720	1.936945	30000/1001
w-Nhc-DgaYI_1.mp4	descending	3.024000	1280	720	1.889895	30/1
yt-1_xoCNmTn3Y_1.mp4	howling	3.024000	1280	720	1.770332	30000/1001
yt-MyL1VlXiZa4_25.mp4	howling	3.024000	1280	720	1.722	30/1
yt-XA6RBioito4_18.mp4	howling	3.037000	1280	720	1.331785	30000/1001
yt-wLylWnZs3z0_27.mp4	howling	3.037000	1280	720	1.635949	30000/1001
yt-T_qmGKyeKNU_32.mp4	diving	3.037000	1280	720	2.687161	2997/100
yt-fjOsq03OC2c_188.mp4	diving	3.037000	1280	720	1.875928	2997/100
yt-ujTY1igjc3E_2.mp4	diving	3.024000	1280	720	1.997014	30000/1001
yt-xnEuj-JKmqQ_134.mp4	diving	3.024000	1280	720	2.100883	30/1
yt-9yxWUrtQJnw_11.mp4	diving	3.024000	960	720	1.862114	30000/1001
yt-GI8BEHw2Lq8_3.mp4	diving	3.024000	1280	720	2.082065	30000/1001
yt-VdS-PZIDSlM_149.mp4	diving	3.037000	1280	720	1.822963	30000/1001
yt-auGMEMsCRJI_470.mp4	diving	3.024000	1280	720	2.298905	30/1
yt-J_FnFAl1uL0_143.mp4	speaking	3.024000	1280	720	1.04882	30/1
dwi2oPzQ1Wo_48.mp4	speaking	3.024000	1280	720	1.519409	30000/1001
yt-LB9LoYfH_EA_15.mp4	speaking	3.024000	1280	720	1.210216	30000/1001
9smWynsk6sI_158.mp4	speaking	3.037000	1280	720	0.853606	30000/1001
yt-9NV8zv2Sdq4_30.mp4	signing	3.046000	1280	720	1.548597	14939/500
yt-tX3slAQb9yY_13.mp4	signing	3.024000	1280	720	1.198827	30000/1001
yt-wrxk7fFkxHg_177.mp4	signing	3.024000	1280	720	1.251515	25/1
yt-DfgpLIP0jnk_105.mp4	signing	3.024000	1280	720	1.253657	30000/1001
yt-JDHApyT5ngs_128.mp4	signing	3.037000	1280	720	1.150417	30000/1001
yt-KLInd-KrK_w_19.mp4	signing	3.024000	1280	720	1.142053	24000/1001
yt-GETRVzxihhM_74.mp4	carving	3.024000	1280	720	0.740084	30000/1001
yt--vHa85DHvLU_31.mp4	carving	3.024000	1280	720	0.864307	25/1
yt-siUaw_L-hrw_116.mp4	carving	3.024000	1280	720	1.265701	30/1
yt-isJga8ec5UM_32.mp4	carving	3.024000	1280	720	0.824259	30/1
yt-_BvMLZo0MG0_1226.mp4	carving	3.024000	1280	720	0.686971	29951/1000
yt-jovPh9BdlYI_215.mp4	carving	3.024000	1280	720	0.74824	30000/1001
yt-YZO4_2yJLWE_1447.mp4	carving	3.024000	1280	720	0.849811	30000/1001
yt-Rsfo57AlpLA_332.mp4	carving	3.024000	1280	720	0.923705	30/1
yt-zgkJCgcT1s4_300.mp4	carving	3.037000	1280	720	0.853581	30000/1001
yt-GyMWMiWvuiA_237.mp4	carving	3.024000	1280	720	0.811483	30000/1001
yt-4r-oovk9JWg_85.mp4	carving	3.024000	1280	720	0.911016	24000/1001
yt-D_f3_HIXG2g_87.mp4	carving	3.037000	1280	720	0.929253	30000/1001
yt-yzXjWakwpPs_175.mp4	carving	3.024000	1280	720	0.742612	30000/1001
yt-L7UKVgSr0c8_198.mp4	carving	3.037000	1280	720	0.791593	30000/1001
yt-fA0nOetbOJY_580.mp4	carving	3.024000	1280	720	0.663175	30000/1001
yt-2ftSsLqRQnA_84.mp4	carving	3.037000	1280	720	0.914143	30000/1001
yt-VinOD6g7xEc_135.mp4	carving	3.024000	1280	720	0.740114	24000/1001
yt-3NMDWrZr1Z4_255.mp4	carving	3.094000	1280	720	0.840527	3717/250
yt-ZYrQIw9VUok_111.mp4	carving	3.024000	1280	720	0.71229	25/1
yt-I9uf7kAccFA_229.mp4	carving	3.024000	1280	720	0.815436	30/1
yt-PreGL81PEP4_61.mp4	carving	3.037000	1280	720	1.394173	30000/1001
yt-GFcuvjHJmS4_86.mp4	carving	3.037000	1280	720	0.849225	30000/1001
yt-CLX1rmSf2Rs_194.mp4	carving	3.024000	1280	720	0.704954	30/1
yt-aqrdb6BiFx4_12.mp4	carving	3.024000	1280	720	0.924289	30/1
yt-0d5TkclKWVA_146.mp4	carving	3.024000	1280	720	0.883333	30000/1001
yt-lv6mhnH7_g4_134.mp4	carving	1.668333	1280	720	2.517493	0/0
yt-0MB_IYX1fgo_44.mp4	carving	3.024000	1280	720	0.650581	30000/1001
yt-ChAhBD9LrsU_223.mp4	carving	3.037000	1280	720	0.803028	30000/1001
yt-MWX0EtpWIs8_286.mp4	carving	3.037000	1280	720	0.88521	30000/1001
yt-oVrkSsEpuvk_118.mp4	carving	3.024000	1280	720	0.910373	30/1
yt-XUnZ7FbBtvk_162.mp4	carving	3.024000	1280	720	0.839696	25/1
yt-aTEGTeQuDWM_93.mp4	carving	3.024000	1280	720	0.847969	25/1
yt-3JApfnMu5cU_378.mp4	carving	3.024000	1280	720	0.703751	30000/1001
yt-roThCERxVCs_133.mp4	carving	3.024000	1280	720	0.841982	24000/1001
yt--Ra34zJ69AU_68.mp4	carving	3.024000	1280	720	1.240431	25/1
yt-c5_SFS4aaJI_1102.mp4	carving	3.024000	1280	720	0.793011	30000/1001
yt-z46eFYG950M_222.mp4	carving	3.037000	1280	720	1.312295	30000/1001
yt-8gaLZxx-q50_142.mp4	carving	3.024000	1280	720	0.838556	24000/1001
yt-YykKZWKmLnQ_386.mp4	carving	3.024000	1280	720	0.776473	30/1
yt-aSEKRE_FNaI_62.mp4	carving	3.024000	1280	720	0.871825	30/1
yt-6UFUeTKci2o_164.mp4	carving	3.045000	1280	720	0.898008	24000/1001
yt-pbFpqAQJCJo_149.mp4	carving	3.024000	1280	720	0.900893	30/1
yt-MToRA8FcNJ4_138.mp4	carving	3.024000	1280	720	0.846937	24000/1001
yt-Gokv9ZtV6zo_70.mp4	carving	3.024000	1280	720	0.818298	30000/1001
yt-cBCeq1NQgj0_1129.mp4	carving	3.037000	1280	720	0.73226	30000/1001
yt-t8NfuFA7OlM_26.mp4	carving	3.024000	1280	720	0.666803	30/1
yt-8EiMToiiXYs_55.mp4	carving	3.024000	1280	720	0.9182	25/1
yt-w7dXHLrfZI4_223.mp4	carving	3.037000	1280	720	1.310092	30000/1001
yt-6mRpmfIvdew_1435.mp4	carving	3.024000	1280	720	0.648087	30000/1001
yt-H2y1th4WaWU_51.mp4	carving	3.024000	1280	720	0.919794	30/1
yt-1XfKrSmjtl4_443.mp4	carving	3.024000	1280	720	0.887798	30000/1001
yt-BlWfK4MkjWA_469.mp4	carving	3.024000	1280	720	0.712459	30/1
yt-jYSri2JVUqo_1036.mp4	carving	3.024000	1280	720	1.466561	30000/1001
yt-RlHmMGUjT9E_130.mp4	carving	3.037000	1280	720	1.262313	30000/1001
yt-PDNWrJ2bZ6I_79.mp4	carving	3.024000	1280	720	0.698981	30/1
yt-9EnchawJ3pA_90.mp4	carving	3.024000	1280	720	0.909135	25/1
yt-a4T5fdpRKlQ_125.mp4	carving	3.037000	1280	720	0.69546	30000/1001
yt-Ja7d2a6e5xE_279.mp4	carving	3.024000	1280	720	1.20472	30000/1001
yt-sZBe-xmTySc_8.mp4	carving	3.024000	1280	720	1.239402	179/6
yt-Z4W6l0eZza4_6.mp4	carving	3.024000	1280	720	0.745263	30000/1001
yt-147vePB5Arc_15.mp4	carving	3.024000	1280	720	0.858475	25/1
yt-bQRBtP9zkms_111.mp4	carving	3.024000	1280	720	0.84956	30000/1001
yt-qF-69JWJX_Y_55.mp4	carving	3.037000	1280	720	1.233235	30000/1001
yt-CINajD_PVjQ_494.mp4	carving	3.024000	1280	720	0.885296	30/1
yt-4oacL3aXtlU_11.mp4	carving	3.024000	1280	720	1.20631	30000/1001
yt-FoO02U39gy4_398.mp4	carving	3.037000	1280	720	0.854858	30000/1001
yt-c6kLumgTX54_7.mp4	carving	3.024000	1280	720	0.903605	30/1
yt-b0IfGcoHfD0_83.mp4	carving	3.024000	1280	720	0.671597	30000/1001
yt-GpVFUM8K0yE_68.mp4	carving	3.045000	1280	720	1.20559	24000/1001
yt-tfHCqgH1guY_235.mp4	carving	3.024000	1280	720	1.397256	30000/1001
yt-ybH6uAiFbjc_273.mp4	carving	3.024000	1280	720	1.223557	30000/1001
yt-vDjj0EWFdIU_49.mp4	carving	3.024000	1280	720	0.696575	30000/1001
yt-Xegmd8whqBs_230.mp4	carving	3.024000	1280	720	0.811388	30/1
yt-sa-EMUqvd5w_245.mp4	knitting	3.024000	1280	720	1.406985	30/1
yt-3V8US8ZD3NU_229.mp4	knitting	3.037000	1270	720	1.409461	30000/1001
yt-kYMffy4hTMo_107.mp4	knitting	3.024000	1280	720	1.525495	30000/1001
yt-7K5X1G7Cpls_965.mp4	knitting	3.037000	1280	720	1.385758	30000/1001
yt-gmFYJR5ABNs_305.mp4	knitting	3.024000	1280	720	1.439532	30000/1001
ahUa35lQM6E_44.mp4	skating	3.024000	1280	720	2.192663	30000/1001
goAwcQiFu1Q_99.mp4	skating	3.037000	1280	720	2.021618	30000/1001
yt-NqyG4Ar2JWo_10.mp4	skating	3.024000	1280	720	2.475033	30/1
yt-n1snPiGfg0A_45.mp4	skating	3.023000	1280	720	2.062113	30000/1001
yt-_WFwhcmbXXY_51.mp4	skating	3.024000	1280	720	2.65867	25/1
yt-LKd9mHnUVUQ_230.mp4	skating	3.037000	1280	720	1.936589	30000/1001
yt-hjqjWlzPRjY_76.mp4	skating	3.024000	1280	720	1.976492	30000/1001
-CyI3hUfiOY_23.mp4	skating	2.802800	1280	720	4.458525	0/0
wc-0SAXOWjdNVGC_8.mp4	raining	2.419083	1280	720	3.842403	0/0
wc-_W9iefBXz8bi_23.mp4	raining	3.037000	1920	1080	1.975135	30000/1001
yt-MMsrBb7W-dk_25.mp4	raining	3.037000	1280	720	2.043125	30000/1001
wc-ZGCMbPfXQ71L_31.mp4	raining	3.037000	1920	1080	1.94421	30000/1001
